Start Time: 2019-04-17_19-50-32.179
7,0,0,0,0,-0,0
1,2.40141,-0.172413,-0.791477,-3.04249,0.687929,-2.98558
2,0,0,0,-1.50789,-1.51784,1.58124
3,1.50545,1.69772,-5.42865,2.5629,-0.0373504,-3.08437
4,5.66523,2.13943,-0.000430201,-2.88792,1.49268,-2.00716
5,0,0,0,0,-0,0
6,-0.218752,1.7964,-0.244905,-0.640915,-0.679869,0.00736843
7,0,0,0,0,-0,0
1,2.40142,-0.1724,-0.791469,-3.0425,0.687943,-2.98562
2,0,0,0,-1.50789,-1.51784,1.58124
3,1.50545,1.69772,-5.42865,2.5629,-0.0373504,-3.08437
4,5.66523,2.13943,-0.000430201,-2.88792,1.49268,-2.00716
5,0,0,0,0,-0,0
6,-0.218752,1.7964,-0.244905,-0.640915,-0.679869,0.00736843
7,0,0,0,0,-0,0
1,2.40141,-0.172384,-0.791454,-3.04252,0.687953,-2.98565
2,0,0,0,-1.50789,-1.51784,1.58124
3,1.50545,1.69772,-5.42865,2.5629,-0.0373504,-3.08437
4,5.66523,2.13943,-0.000430201,-2.88792,1.49268,-2.00716
5,0,0,0,0,-0,0
6,-0.218752,1.7964,-0.244905,-0.640915,-0.679869,0.00736843
7,0,0,0,0,-0,0
1,2.40148,-0.172375,-0.791445,-3.0425,0.687956,-2.98569
2,0,0,0,-1.50789,-1.51784,1.58124
3,1.50545,1.69772,-5.42865,2.5629,-0.0373504,-3.08437
4,5.66523,2.13943,-0.000430201,-2.88792,1.49268,-2.00716
5,0,0,0,0,-0,0
6,-0.218752,1.7964,-0.244905,-0.640915,-0.679869,0.00736843
7,0,0,0,0,-0,0
1,2.40147,-0.172378,-0.791453,-3.04253,0.687956,-2.9857
2,0,0,0,-1.50789,-1.51784,1.58124
3,1.50545,1.69772,-5.42865,2.5629,-0.0373504,-3.08437
4,5.66523,2.13943,-0.000430201,-2.88792,1.49268,-2.00716
5,0,0,0,0,-0,0
6,-0.218752,1.7964,-0.244905,-0.640915,-0.679869,0.00736843
7,0,0,0,0,-0,0
1,2.4015,-0.172431,-0.791479,-3.04249,0.687954,-2.98569
2,0,0,0,-1.50789,-1.51784,1.58124
3,1.50545,1.69772,-5.42865,2.5629,-0.0373504,-3.08437
4,5.66523,2.13943,-0.000430201,-2.88792,1.49268,-2.00716
5,0,0,0,0,-0,0
6,-0.218752,1.7964,-0.244905,-0.640915,-0.679869,0.00736843
7,0,0,0,0,-0,0
1,2.40151,-0.172447,-0.79152,-3.04247,0.687954,-2.98569
2,0,0,0,-1.50789,-1.51784,1.58124
3,1.50545,1.69772,-5.42865,2.5629,-0.0373504,-3.08437
4,5.66523,2.13943,-0.000430201,-2.88792,1.49268,-2.00716
5,0,0,0,0,-0,0
6,-0.218752,1.7964,-0.244905,-0.640915,-0.679869,0.00736843
7,0,0,0,0,-0,0
1,2.40157,-0.172454,-0.791492,-3.04248,0.687946,-2.98574
2,0,0,0,-1.50789,-1.51784,1.58124
3,1.50545,1.69772,-5.42865,2.5629,-0.0373504,-3.08437
4,5.66523,2.13943,-0.000430201,-2.88792,1.49268,-2.00716
5,0,0,0,0,-0,0
6,-0.218752,1.7964,-0.244905,-0.640915,-0.679869,0.00736843
7,0,0,0,0,-0,0
1,2.40154,-0.172437,-0.791471,-3.04253,0.687954,-2.98575
2,0,0,0,-1.50789,-1.51784,1.58124
3,1.50545,1.69772,-5.42865,2.5629,-0.0373504,-3.08437
4,5.66523,2.13943,-0.000430201,-2.88792,1.49268,-2.00716
5,0,0,0,0,-0,0
6,-0.218752,1.7964,-0.244905,-0.640915,-0.679869,0.00736843
7,0,0,0,0,-0,0
1,2.40155,-0.172446,-0.79149,-3.04254,0.687949,-2.98576
2,0,0,0,-1.50789,-1.51784,1.58124
3,1.50545,1.69772,-5.42865,2.5629,-0.0373504,-3.08437
4,5.66523,2.13943,-0.000430201,-2.88792,1.49268,-2.00716
5,0,0,0,0,-0,0
6,-0.218752,1.7964,-0.244905,-0.640915,-0.679869,0.00736843
7,0,0,0,0,-0,0
1,2.4015,-0.172419,-0.791504,-3.04255,0.687935,-2.98571
2,0,0,0,-1.50789,-1.51784,1.58124
3,1.50545,1.69772,-5.42865,2.5629,-0.0373504,-3.08437
4,5.66523,2.13943,-0.000430201,-2.88792,1.49268,-2.00716
5,0,0,0,0,-0,0
6,-0.218752,1.7964,-0.244905,-0.640915,-0.679869,0.00736843
7,0,0,0,0,-0,0
1,2.40154,-0.172471,-0.791548,-3.04251,0.687941,-2.98572
2,0,0,0,-1.50789,-1.51784,1.58124
3,1.50545,1.69772,-5.42865,2.5629,-0.0373504,-3.08437
4,5.66523,2.13943,-0.000430201,-2.88792,1.49268,-2.00716
5,0,0,0,0,-0,0
6,-0.218752,1.7964,-0.244905,-0.640915,-0.679869,0.00736843
7,0,0,0,0,-0,0
1,2.40153,-0.172464,-0.791599,-3.04247,0.687921,-2.9857
2,0,0,0,-1.50789,-1.51784,1.58124
3,1.50545,1.69772,-5.42865,2.5629,-0.0373504,-3.08437
4,5.66523,2.13943,-0.000430201,-2.88792,1.49268,-2.00716
5,0,0,0,0,-0,0
6,-0.218752,1.7964,-0.244905,-0.640915,-0.679869,0.00736843
7,0,0,0,0,-0,0
1,2.40154,-0.172486,-0.791599,-3.04251,0.687924,-2.98573
2,0,0,0,-1.50789,-1.51784,1.58124
3,1.50545,1.69772,-5.42865,2.5629,-0.0373504,-3.08437
4,5.66523,2.13943,-0.000430201,-2.88792,1.49268,-2.00716
5,0,0,0,0,-0,0
6,-0.218752,1.7964,-0.244905,-0.640915,-0.679869,0.00736843
7,0,0,0,0,-0,0
1,2.40145,-0.172442,-0.791526,-3.04256,0.687924,-2.9857
2,0,0,0,-1.50789,-1.51784,1.58124
3,1.50545,1.69772,-5.42865,2.5629,-0.0373504,-3.08437
4,5.66523,2.13943,-0.000430201,-2.88792,1.49268,-2.00716
5,0,0,0,0,-0,0
6,-0.218752,1.7964,-0.244905,-0.640915,-0.679869,0.00736843
7,0,0,0,0,-0,0
1,2.40147,-0.172479,-0.791492,-3.04259,0.68793,-2.98572
2,0,0,0,-1.50789,-1.51784,1.58124
3,1.50545,1.69772,-5.42865,2.5629,-0.0373504,-3.08437
4,5.66523,2.13943,-0.000430201,-2.88792,1.49268,-2.00716
5,0,0,0,0,-0,0
6,-0.218752,1.7964,-0.244905,-0.640915,-0.679869,0.00736843
7,0,0,0,0,-0,0
1,2.40142,-0.172435,-0.791427,-3.04263,0.687961,-2.98574
2,0,0,0,-1.50789,-1.51784,1.58124
3,1.50545,1.69772,-5.42865,2.5629,-0.0373504,-3.08437
4,5.66523,2.13943,-0.000430201,-2.88792,1.49268,-2.00716
5,0,0,0,0,-0,0
6,-0.218752,1.7964,-0.244905,-0.640915,-0.679869,0.00736843
7,0,0,0,0,-0,0
1,2.40141,-0.172431,-0.791445,-3.04258,0.687978,-2.98571
2,0,0,0,-1.50789,-1.51784,1.58124
3,1.50545,1.69772,-5.42865,2.5629,-0.0373504,-3.08437
4,5.66523,2.13943,-0.000430201,-2.88792,1.49268,-2.00716
5,0,0,0,0,-0,0
6,-0.218752,1.7964,-0.244905,-0.640915,-0.679869,0.00736843
7,0,0,0,0,-0,0
1,2.40142,-0.17244,-0.791438,-3.04259,0.687936,-2.98572
2,0,0,0,-1.50789,-1.51784,1.58124
3,1.50545,1.69772,-5.42865,2.5629,-0.0373504,-3.08437
4,5.66523,2.13943,-0.000430201,-2.88792,1.49268,-2.00716
5,0,0,0,0,-0,0
6,-0.218752,1.7964,-0.244905,-0.640915,-0.679869,0.00736843
7,0,0,0,0,-0,0
1,2.40148,-0.172411,-0.791414,-3.04261,0.687964,-2.98579
2,0,0,0,-1.50789,-1.51784,1.58124
3,1.50545,1.69772,-5.42865,2.5629,-0.0373504,-3.08437
4,5.66523,2.13943,-0.000430201,-2.88792,1.49268,-2.00716
5,0,0,0,0,-0,0
6,-0.218752,1.7964,-0.244905,-0.640915,-0.679869,0.00736843
7,0,0,0,0,-0,0
1,2.40152,-0.172414,-0.791455,-3.04258,0.687955,-2.98577
2,0,0,0,-1.50789,-1.51784,1.58124
3,1.50545,1.69772,-5.42865,2.5629,-0.0373504,-3.08437
4,5.66523,2.13943,-0.000430201,-2.88792,1.49268,-2.00716
5,0,0,0,0,-0,0
6,-0.218752,1.7964,-0.244905,-0.640915,-0.679869,0.00736843
7,0,0,0,0,-0,0
1,2.4016,-0.17241,-0.791518,-3.04252,0.687953,-2.98579
2,0,0,0,-1.50789,-1.51784,1.58124
3,1.50545,1.69772,-5.42865,2.5629,-0.0373504,-3.08437
4,5.66523,2.13943,-0.000430201,-2.88792,1.49268,-2.00716
5,0,0,0,0,-0,0
6,-0.218752,1.7964,-0.244905,-0.640915,-0.679869,0.00736843
7,0,0,0,0,-0,0
1,2.40162,-0.172405,-0.791526,-3.04251,0.687954,-2.98577
2,0,0,0,-1.50789,-1.51784,1.58124
3,1.50545,1.69772,-5.42865,2.5629,-0.0373504,-3.08437
4,5.66523,2.13943,-0.000430201,-2.88792,1.49268,-2.00716
5,0,0,0,0,-0,0
6,-0.218752,1.7964,-0.244905,-0.640915,-0.679869,0.00736843
7,0,0,0,0,-0,0
1,2.40169,-0.172415,-0.791577,-3.04246,0.687943,-2.98577
2,0,0,0,-1.50789,-1.51784,1.58124
3,1.50545,1.69772,-5.42865,2.5629,-0.0373504,-3.08437
4,5.66523,2.13943,-0.000430201,-2.88792,1.49268,-2.00716
5,0,0,0,0,-0,0
6,-0.218752,1.7964,-0.244905,-0.640915,-0.679869,0.00736843
7,0,0,0,0,-0,0
1,2.40162,-0.172428,-0.79155,-3.0425,0.687914,-2.98574
2,0,0,0,-1.50789,-1.51784,1.58124
3,1.50545,1.69772,-5.42865,2.5629,-0.0373504,-3.08437
4,5.66523,2.13943,-0.000430201,-2.88792,1.49268,-2.00716
5,0,0,0,0,-0,0
6,-0.218752,1.7964,-0.244905,-0.640915,-0.679869,0.00736843
7,0,0,0,0,-0,0
1,2.40154,-0.172402,-0.791498,-3.04254,0.687907,-2.9857
2,0,0,0,-1.50789,-1.51784,1.58124
3,1.50545,1.69772,-5.42865,2.5629,-0.0373504,-3.08437
4,5.66523,2.13943,-0.000430201,-2.88792,1.49268,-2.00716
5,0,0,0,0,-0,0
6,-0.218752,1.7964,-0.244905,-0.640915,-0.679869,0.00736843
7,0,0,0,0,-0,0
1,2.40154,-0.172354,-0.791472,-3.04256,0.687908,-2.98572
2,0,0,0,-1.50789,-1.51784,1.58124
3,1.50545,1.69772,-5.42865,2.5629,-0.0373504,-3.08437
4,5.66523,2.13943,-0.000430201,-2.88792,1.49268,-2.00716
5,0,0,0,0,-0,0
6,-0.218752,1.7964,-0.244905,-0.640915,-0.679869,0.00736843
7,0,0,0,0,-0,0
1,2.40152,-0.172375,-0.791484,-3.04254,0.687907,-2.9857
2,0,0,0,-1.50789,-1.51784,1.58124
3,1.50545,1.69772,-5.42865,2.5629,-0.0373504,-3.08437
4,5.66523,2.13943,-0.000430201,-2.88792,1.49268,-2.00716
5,0,0,0,0,-0,0
6,-0.218752,1.7964,-0.244905,-0.640915,-0.679869,0.00736843
7,0,0,0,0,-0,0
1,2.40161,-0.172388,-0.791554,-3.04247,0.687909,-2.9857
2,0,0,0,-1.50789,-1.51784,1.58124
3,1.50545,1.69772,-5.42865,2.5629,-0.0373504,-3.08437
4,5.66523,2.13943,-0.000430201,-2.88792,1.49268,-2.00716
5,0,0,0,0,-0,0
6,-0.218752,1.7964,-0.244905,-0.640915,-0.679869,0.00736843
7,0,0,0,0,-0,0
1,2.40169,-0.172395,-0.791606,-3.04244,0.687933,-2.98572
2,0,0,0,-1.50789,-1.51784,1.58124
3,1.50545,1.69772,-5.42865,2.5629,-0.0373504,-3.08437
4,5.66523,2.13943,-0.000430201,-2.88792,1.49268,-2.00716
5,0,0,0,0,-0,0
6,-0.218752,1.7964,-0.244905,-0.640915,-0.679869,0.00736843
7,0,0,0,0,-0,0
1,2.40167,-0.172429,-0.791631,-3.04242,0.687931,-2.98569
2,0,0,0,-1.50789,-1.51784,1.58124
3,1.50545,1.69772,-5.42865,2.5629,-0.0373504,-3.08437
4,5.66523,2.13943,-0.000430201,-2.88792,1.49268,-2.00716
5,0,0,0,0,-0,0
6,-0.218752,1.7964,-0.244905,-0.640915,-0.679869,0.00736843
7,0,0,0,0,-0,0
1,2.40155,-0.172427,-0.791549,-3.04252,0.687955,-2.98569
2,0,0,0,-1.50789,-1.51784,1.58124
3,1.50545,1.69772,-5.42865,2.5629,-0.0373504,-3.08437
4,5.66523,2.13943,-0.000430201,-2.88792,1.49268,-2.00716
5,0,0,0,0,-0,0
6,-0.218752,1.7964,-0.244905,-0.640915,-0.679869,0.00736843
7,0,0,0,0,-0,0
1,2.40159,-0.172404,-0.791545,-3.04253,0.687955,-2.98572
2,0,0,0,-1.50789,-1.51784,1.58124
3,1.50545,1.69772,-5.42865,2.5629,-0.0373504,-3.08437
4,5.66523,2.13943,-0.000430201,-2.88792,1.49268,-2.00716
5,0,0,0,0,-0,0
6,-0.218752,1.7964,-0.244905,-0.640915,-0.679869,0.00736843
7,0,0,0,0,-0,0
1,2.40149,-0.172368,-0.791405,-3.04262,0.68799,-2.98573
2,0,0,0,-1.50789,-1.51784,1.58124
3,1.50545,1.69772,-5.42865,2.5629,-0.0373504,-3.08437
4,5.66523,2.13943,-0.000430201,-2.88792,1.49268,-2.00716
5,0,0,0,0,-0,0
6,-0.218752,1.7964,-0.244905,-0.640915,-0.679869,0.00736843
7,0,0,0,0,-0,0
1,2.40142,-0.172365,-0.791284,-3.04272,0.68796,-2.98577
2,0,0,0,-1.50789,-1.51784,1.58124
3,1.50545,1.69772,-5.42865,2.5629,-0.0373504,-3.08437
4,5.66523,2.13943,-0.000430201,-2.88792,1.49268,-2.00716
5,0,0,0,0,-0,0
6,-0.218752,1.7964,-0.244905,-0.640915,-0.679869,0.00736843
7,0,0,0,0,-0,0
1,2.40144,-0.172378,-0.791281,-3.04267,0.687963,-2.98574
2,0,0,0,-1.50789,-1.51784,1.58124
3,1.50545,1.69772,-5.42865,2.5629,-0.0373504,-3.08437
4,5.66523,2.13943,-0.000430201,-2.88792,1.49268,-2.00716
5,0,0,0,0,-0,0
6,-0.218752,1.7964,-0.244905,-0.640915,-0.679869,0.00736843
7,0,0,0,0,-0,0
1,2.40145,-0.17236,-0.791267,-3.04265,0.687954,-2.98573
2,0,0,0,-1.50789,-1.51784,1.58124
3,1.50545,1.69772,-5.42865,2.5629,-0.0373504,-3.08437
4,5.66523,2.13943,-0.000430201,-2.88792,1.49268,-2.00716
5,0,0,0,0,-0,0
6,-0.218752,1.7964,-0.244905,-0.640915,-0.679869,0.00736843
7,0,0,0,0,-0,0
1,2.40144,-0.172361,-0.791298,-3.04255,0.687955,-2.98564
2,0,0,0,-1.50789,-1.51784,1.58124
3,1.50545,1.69772,-5.42865,2.5629,-0.0373504,-3.08437
4,5.66523,2.13943,-0.000430201,-2.88792,1.49268,-2.00716
5,0,0,0,0,-0,0
6,-0.218752,1.7964,-0.244905,-0.640915,-0.679869,0.00736843
7,0,0,0,0,-0,0
1,2.40138,-0.172369,-0.791306,-3.04254,0.687943,-2.9856
2,0,0,0,-1.50789,-1.51784,1.58124
3,1.50545,1.69772,-5.42865,2.5629,-0.0373504,-3.08437
4,5.66523,2.13943,-0.000430201,-2.88792,1.49268,-2.00716
5,0,0,0,0,-0,0
6,-0.218752,1.7964,-0.244905,-0.640915,-0.679869,0.00736843
7,0,0,0,0,-0,0
1,2.40136,-0.172369,-0.791368,-3.04246,0.687957,-2.98556
2,0,0,0,-1.50789,-1.51784,1.58124
3,1.50545,1.69772,-5.42865,2.5629,-0.0373504,-3.08437
4,5.66523,2.13943,-0.000430201,-2.88792,1.49268,-2.00716
5,0,0,0,0,-0,0
6,-0.218752,1.7964,-0.244905,-0.640915,-0.679869,0.00736843
7,0,0,0,0,-0,0
1,2.40133,-0.172348,-0.79139,-3.04247,0.687958,-2.98554
2,0,0,0,-1.50789,-1.51784,1.58124
3,1.50545,1.69772,-5.42865,2.5629,-0.0373504,-3.08437
4,5.66523,2.13943,-0.000430201,-2.88792,1.49268,-2.00716
5,0,0,0,0,-0,0
6,-0.218752,1.7964,-0.244905,-0.640915,-0.679869,0.00736843
7,0,0,0,0,-0,0
1,2.40152,-0.172397,-0.791544,-3.04228,0.687926,-2.98554
2,0,0,0,-1.50789,-1.51784,1.58124
3,1.50545,1.69772,-5.42865,2.5629,-0.0373504,-3.08437
4,5.66523,2.13943,-0.000430201,-2.88792,1.49268,-2.00716
5,0,0,0,0,-0,0
6,-0.218752,1.7964,-0.244905,-0.640915,-0.679869,0.00736843
7,0,0,0,0,-0,0
1,2.4015,-0.17239,-0.791586,-3.04229,0.687911,-2.98552
2,0,0,0,-1.50789,-1.51784,1.58124
3,1.50545,1.69772,-5.42865,2.5629,-0.0373504,-3.08437
4,5.66523,2.13943,-0.000430201,-2.88792,1.49268,-2.00716
5,0,0,0,0,-0,0
6,-0.218752,1.7964,-0.244905,-0.640915,-0.679869,0.00736843
7,0,0,0,0,-0,0
1,2.40159,-0.172439,-0.791626,-3.04227,0.687905,-2.98557
2,0,0,0,-1.50789,-1.51784,1.58124
3,1.50545,1.69772,-5.42865,2.5629,-0.0373504,-3.08437
4,5.66523,2.13943,-0.000430201,-2.88792,1.49268,-2.00716
5,0,0,0,0,-0,0
6,-0.218752,1.7964,-0.244905,-0.640915,-0.679869,0.00736843
7,0,0,0,0,-0,0
1,2.40157,-0.172401,-0.791623,-3.04229,0.68792,-2.98555
2,0,0,0,-1.50789,-1.51784,1.58124
3,0,0,0,0,-0,0
4,5.66523,2.13943,-0.000430201,-2.88792,1.49268,-2.00716
5,0,0,0,0,-0,0
6,-0.218752,1.7964,-0.244905,-0.640915,-0.679869,0.00736843
7,0,0,0,0,-0,0
1,2.40153,-0.172404,-0.79155,-3.04236,0.687905,-2.98559
2,0,0,0,-1.50789,-1.51784,1.58124
3,0,0,0,0,-0,0
4,5.66523,2.13943,-0.000430201,-2.88792,1.49268,-2.00716
5,0,0,0,0,-0,0
6,-0.218752,1.7964,-0.244905,-0.640915,-0.679869,0.00736843
7,0,0,0,0,-0,0
1,2.40154,-0.172381,-0.791488,-3.04242,0.687936,-2.98561
2,0,0,0,-1.50789,-1.51784,1.58124
3,0,0,0,0,-0,0
4,5.66523,2.13943,-0.000430201,-2.88792,1.49268,-2.00716
5,0,0,0,0,-0,0
6,-0.218752,1.7964,-0.244905,-0.640915,-0.679869,0.00736843
7,0,0,0,0,-0,0
1,2.40159,-0.172386,-0.791489,-3.04243,0.687936,-2.98566
2,0,0,0,-1.50789,-1.51784,1.58124
3,0,0,0,0,-0,0
4,5.66523,2.13943,-0.000430201,-2.88792,1.49268,-2.00716
5,0,0,0,0,-0,0
6,-0.218752,1.7964,-0.244905,-0.640915,-0.679869,0.00736843
7,0,0,0,0,-0,0
1,2.40155,-0.172349,-0.791521,-3.04241,0.687925,-2.98562
2,0,0,0,-1.50789,-1.51784,1.58124
3,0,0,0,0,-0,0
4,5.66523,2.13943,-0.000430201,-2.88792,1.49268,-2.00716
5,0,0,0,0,-0,0
6,-0.218752,1.7964,-0.244905,-0.640915,-0.679869,0.00736843
7,0,0,0,0,-0,0
1,2.40163,-0.172382,-0.791548,-3.04235,0.687918,-2.98562
2,0,0,0,-1.50789,-1.51784,1.58124
3,0,0,0,0,-0,0
4,5.66523,2.13943,-0.000430201,-2.88792,1.49268,-2.00716
5,0,0,0,0,-0,0
6,-0.218752,1.7964,-0.244905,-0.640915,-0.679869,0.00736843
7,0,0,0,0,-0,0
1,2.40165,-0.172377,-0.791559,-3.04234,0.687932,-2.98562
2,0,0,0,-1.50789,-1.51784,1.58124
3,0,0,0,0,-0,0
4,5.66523,2.13943,-0.000430201,-2.88792,1.49268,-2.00716
5,0,0,0,0,-0,0
6,-0.218752,1.7964,-0.244905,-0.640915,-0.679869,0.00736843
7,0,0,0,0,-0,0
1,2.40161,-0.172341,-0.791543,-3.04239,0.687928,-2.98562
2,0,0,0,-1.50789,-1.51784,1.58124
3,0,0,0,0,-0,0
4,5.66523,2.13943,-0.000430201,-2.88792,1.49268,-2.00716
5,0,0,0,0,-0,0
6,-0.218752,1.7964,-0.244905,-0.640915,-0.679869,0.00736843
7,0,0,0,0,-0,0
1,2.40158,-0.172329,-0.791494,-3.04241,0.687915,-2.9856
2,0,0,0,-1.50789,-1.51784,1.58124
3,0,0,0,0,-0,0
4,5.66523,2.13943,-0.000430201,-2.88792,1.49268,-2.00716
5,0,0,0,0,-0,0
6,-0.218752,1.7964,-0.244905,-0.640915,-0.679869,0.00736843
7,0,0,0,0,-0,0
1,2.40161,-0.172298,-0.791464,-3.04245,0.687919,-2.98566
2,0,0,0,-1.50789,-1.51784,1.58124
3,0,0,0,0,-0,0
4,5.66523,2.13943,-0.000430201,-2.88792,1.49268,-2.00716
5,0,0,0,0,-0,0
6,-0.218752,1.7964,-0.244905,-0.640915,-0.679869,0.00736843
7,0,0,0,0,-0,0
1,2.40169,-0.172328,-0.791481,-3.04244,0.687896,-2.98567
2,0,0,0,-1.50789,-1.51784,1.58124
3,0,0,0,0,-0,0
4,5.66523,2.13943,-0.000430201,-2.88792,1.49268,-2.00716
5,0,0,0,0,-0,0
6,-0.218752,1.7964,-0.244905,-0.640915,-0.679869,0.00736843
7,0,0,0,0,-0,0
1,2.40167,-0.172357,-0.791491,-3.04241,0.687873,-2.98562
2,0,0,0,-1.50789,-1.51784,1.58124
3,0,0,0,0,-0,0
4,5.66523,2.13943,-0.000430201,-2.88792,1.49268,-2.00716
5,0,0,0,0,-0,0
6,-0.218752,1.7964,-0.244905,-0.640915,-0.679869,0.00736843
7,0,0,0,0,-0,0
1,2.40168,-0.172347,-0.791491,-3.04242,0.687873,-2.98563
2,0,0,0,-1.50789,-1.51784,1.58124
3,0,0,0,0,-0,0
4,5.66523,2.13943,-0.000430201,-2.88792,1.49268,-2.00716
5,0,0,0,0,-0,0
6,-0.218752,1.7964,-0.244905,-0.640915,-0.679869,0.00736843
7,0,0,0,0,-0,0
